lineage	nuc_muts	spike_muts	s1_muts	s2_muts	ntd_muts	rbd_muts	orf1ab_muts	accessory_muts
FL.21.2	100.	35.	35.	0.	8.	23.	19.	11.
FL.2.2	100.	36.	36.	0.	8.	24.	17.	11.
FL.22	98.	35.	35.	0.	8.	23.	18.	11.
FL.2.2.1	101.	37.	37.	0.	8.	24.	17.	11.
FL.2.3	98.	35.	35.	0.	8.	23.	18.	11.
FL.23	97.	35.	35.	0.	8.	23.	18.	11.
FL.2.3.1	102.	36.	36.	0.	8.	24.	18.	11.
FL.23.1	100.	35.	35.	0.	8.	23.	19.	11.
FL.23.2	100.	37.	37.	0.	9.	24.	19.	11.
FL.23.2.1	102.	38.	38.	0.	9.	25.	19.	11.
FL.2.4	99.	35.	35.	0.	8.	23.	17.	12.
FL.24	101.	36.	36.	0.	8.	23.	18.	12.
FL.24.1	104.	37.	37.	0.	8.	24.	18.	12.
FL.2.5	98.	36.	36.	0.	8.	23.	17.	11.
FL.25	97.	36.	36.	0.	8.	23.	17.	11.
FL.2.6	100.	36.	36.	0.	8.	23.	17.	11.
FL.26	97.	35.	35.	0.	8.	23.	17.	11.
FL.26.1	101.	36.	36.	0.	8.	24.	18.	12.
FL.2.7	98.	35.	35.	0.	8.	23.	18.	11.
FL.27	97.	35.	35.	0.	8.	23.	18.	11.
FL.2.7.1	100.	36.	36.	0.	8.	24.	19.	11.
FL.28	104.	36.	36.	0.	8.	24.	18.	12.
FL.29	98.	36.	36.	0.	8.	24.	18.	11.
FL.3	97.	35.	35.	0.	8.	23.	17.	11.
FL.30	104.	36.	36.	0.	8.	24.	20.	11.
FL.30.1	102.	36.	36.	0.	8.	24.	18.	11.
FL.3.1	98.	35.	35.	0.	8.	23.	18.	11.
FL.31	98.	35.	35.	0.	8.	23.	18.	11.
FL.31.1	107.	38.	38.	0.	9.	24.	21.	13.
FL.3.2	98.	35.	35.	0.	8.	23.	17.	11.
FL.32	101.	36.	36.	0.	8.	23.	18.	11.
FL.32.1	105.	37.	37.	0.	8.	24.	19.	11.
FL.3.3	100.	35.	35.	0.	8.	23.	20.	11.
FL.33	97.	35.	35.	0.	8.	23.	18.	11.
FL.33.1	98.	36.	36.	0.	8.	24.	18.	11.
FL.3.4	99.	35.	35.	0.	8.	23.	17.	11.
FL.34	99.	35.	35.	0.	8.	23.	17.	12.
FL.35	97.	35.	35.	0.	8.	23.	17.	12.
FL.35.1	99.	36.	36.	0.	8.	24.	17.	12.
FL.36	102.	38.	38.	0.	9.	24.	18.	11.
FL.37	98.	35.	35.	0.	8.	23.	17.	11.
FL.38	104.	37.	37.	0.	8.	24.	18.	11.
FL.39	97.	35.	35.	0.	8.	23.	18.	11.
FL.39.1	107.	37.	37.	0.	8.	25.	20.	11.
FL.4	98.	35.	35.	0.	8.	23.	18.	11.
FL.40	98.	35.	35.	0.	8.	23.	18.	11.
FL.4.1	99.	36.	36.	0.	8.	24.	18.	11.
FL.4.10	99.	35.	35.	0.	8.	23.	18.	12.
FL.4.1.1	101.	37.	37.	0.	8.	25.	19.	11.
FL.4.11	101.	35.	35.	0.	8.	23.	19.	12.
FL.4.2	104.	36.	36.	0.	9.	23.	19.	11.
FL.4.3	100.	35.	35.	0.	8.	23.	18.	11.
FL.4.4	101.	36.	36.	0.	8.	24.	19.	11.
FL.4.5	101.	35.	35.	0.	8.	23.	19.	12.
FL.4.6	101.	35.	35.	0.	8.	23.	18.	11.
FL.4.7	103.	36.	36.	0.	8.	24.	18.	12.
FL.4.8	98.	36.	36.	0.	8.	24.	18.	11.
FL.4.9	102.	36.	36.	0.	9.	23.	18.	12.
FL.5	97.	35.	35.	0.	8.	23.	17.	12.
FL.5.1	101.	36.	36.	0.	9.	23.	17.	13.
FL.6	97.	35.	35.	0.	8.	23.	18.	11.
FL.7	98.	36.	36.	0.	9.	23.	17.	11.
FL.8	97.	35.	35.	0.	8.	23.	17.	12.
FL.9	98.	35.	35.	0.	8.	23.	17.	11.
FM.1	96.	41.	41.	0.	12.	24.	16.	12.
FM.2	95.	40.	40.	0.	12.	24.	16.	12.
FN.1	97.	41.	41.	0.	12.	25.	16.	12.
FP.1	95.	35.	35.	0.	8.	23.	16.	11.
FP.2	95.	36.	36.	0.	9.	23.	16.	11.
FP.2.1	101.	37.	37.	0.	9.	24.	18.	12.
FP.2.1.1	102.	38.	38.	0.	9.	25.	18.	12.
FP.2.1.2	103.	38.	38.	0.	9.	25.	19.	12.
FP.3	94.	36.	36.	0.	8.	24.	15.	11.
FP.4	95.	35.	35.	0.	8.	23.	15.	11.
FQ.1	102.	43.	43.	0.	14.	24.	17.	12.
FR.1	101.	46.	46.	0.	17.	25.	16.	12.
FR.1.1	107.	47.	47.	0.	18.	25.	17.	12.
FR.1.2	107.	47.	47.	0.	18.	25.	17.	12.
FR.1.3	109.	46.	46.	0.	17.	25.	18.	12.
FR.1.4	107.	46.	46.	0.	17.	25.	17.	12.
FR.1.5	107.	46.	46.	0.	17.	25.	19.	12.
FR.2	100.	45.	45.	0.	16.	25.	18.	11.
FS.1	101.	46.	46.	0.	16.	26.	22.	10.
FT.1	97.	36.	36.	0.	9.	23.	17.	11.
FT.2	98.	35.	35.	0.	8.	23.	17.	11.
FT.3	96.	36.	36.	0.	9.	23.	16.	11.
FT.3.1	100.	37.	37.	0.	9.	24.	16.	11.
FT.3.1.1	101.	38.	38.	0.	9.	25.	16.	11.
FT.4	97.	36.	36.	0.	9.	23.	16.	11.
FU.1	103.	38.	38.	0.	9.	24.	17.	11.
FU.1.1	106.	38.	38.	0.	9.	24.	17.	11.
FU.1.1.1	108.	39.	39.	0.	10.	24.	18.	11.
FU.2	104.	38.	38.	0.	9.	24.	17.	11.
FU.2.1	108.	39.	39.	0.	9.	24.	18.	11.
FU.3	103.	38.	38.	0.	9.	24.	17.	11.
FU.3.1	104.	39.	39.	0.	10.	24.	17.	11.
FU.4	104.	39.	39.	0.	9.	25.	17.	11.
FU.5	106.	39.	39.	0.	10.	24.	18.	11.
FV.1	107.	47.	47.	0.	16.	27.	21.	11.
FW.1	93.	36.	36.	0.	8.	24.	15.	11.
FW.1.1	99.	37.	37.	0.	9.	24.	18.	12.
FW.1.1.1	106.	38.	38.	0.	9.	24.	20.	13.
FW.2	93.	36.	36.	0.	8.	24.	17.	11.
FW.3	96.	36.	36.	0.	8.	24.	16.	11.
FY.1	95.	36.	36.	0.	9.	23.	16.	11.
FY.1.1	96.	37.	37.	0.	10.	23.	16.	11.
FY.1.2	98.5	37.	37.	0.	9.	23.	17.	11.
FY.1.2.1	103.	38.	38.	0.	10.	23.	18.	11.
FY.1.2.2	101.	37.	37.	0.	9.	23.	17.	12.
FY.1.2.3	104.	38.	38.	0.	10.	23.	17.	13.
FY.1.3	97.	37.	37.	0.	9.	23.	16.	11.
FY.1.4	101.	37.	37.	0.	9.	24.	16.	11.
FY.1.4.1	106.	38.	38.	0.	9.	24.	17.	11.
FY.2	96.	37.	37.	0.	10.	23.	16.	11.
FY.2.1	99.	38.	38.	0.	10.	23.	17.	11.
FY.3	96.	36.	36.	0.	9.	23.	16.	11.
FY.3.1	99.	37.	37.	0.	10.	23.	18.	11.
FY.3.2	97.	36.	36.	0.	9.	23.	17.	11.
FY.3.3	98.	36.	36.	0.	9.	23.	16.	12.
FY.4	97.	37.	37.	0.	9.	24.	15.	12.
FY.4.1	98.	38.	38.	0.	9.	25.	15.	12.
FY.4.1.1	99.	38.	38.	0.	9.	25.	15.	12.
FY.4.1.2	99.	38.	38.	0.	9.	25.	16.	12.
FY.4.2	100.	37.	37.	0.	9.	24.	17.	12.
FY.5	95.	37.	37.	0.	9.	24.	15.	11.
FY.5.1	98.	38.	38.	0.	9.	24.	16.	11.
FY.5.1.1	104.	41.	41.	0.	12.	24.	17.	11.
FY.5.2	99.	38.	38.	0.	10.	24.	15.	11.
FY.5.3	100.	38.	38.	0.	10.	24.	15.	11.
FY.5.4	101.	38.	38.	0.	9.	24.	17.	11.
FY.5.5	99.	37.	37.	0.	9.	24.	16.	11.
FY.5.5.1	100.	38.	38.	0.	9.	24.	16.	11.
FY.6	95.	36.	36.	0.	9.	23.	16.	11.
FY.6.1	102.	36.	36.	0.	9.	23.	17.	12.
FY.6.2	100.	36.	36.	0.	9.	23.	17.	12.
FY.7	104.	37.	37.	0.	10.	23.	15.	12.
FY.8	95.	37.	37.	0.	9.	23.	15.	11.
FY.8.1	98.	38.	38.	0.	9.	24.	16.	11.
FY.8.1.1	103.	39.	39.	0.	9.	25.	17.	11.
FY.9	97.	37.	37.	0.	9.	23.	17.	11.
FZ.1	96.	36.	36.	0.	8.	23.	15.	11.
FZ.1.1	101.	36.	36.	0.	8.	23.	15.	12.
FZ.2	97.	35.	35.	0.	8.	23.	15.	11.
GA.1	95.	36.	36.	0.	9.	23.	17.	11.
GA.10	96.	36.	36.	0.	9.	23.	18.	11.
GA.10.1	111.	39.	39.	0.	9.	26.	23.	13.
GA.2	97.	36.	36.	0.	9.	23.	17.	12.
GA.2.1	98.	37.	37.	0.	9.	23.	17.	12.
GA.2.1.1	104.	39.	39.	0.	9.	25.	17.	12.
GA.3	96.	36.	36.	0.	9.	23.	18.	11.
GA.4	98.	37.	37.	0.	9.	24.	19.	11.
GA.4.1	108.	40.	40.	0.	10.	25.	19.	13.
GA.4.1.1	109.	41.	41.	0.	10.	25.	19.	13.
GA.4.1.2	113.	41.	41.	0.	10.	25.	20.	14.
GA.4.1.3	112.	40.	40.	0.	10.	25.	20.	14.
GA.4.2	106.	39.	39.	0.	9.	25.	20.	11.
GA.4.3	109.	39.	39.	0.	10.	24.	20.	11.
GA.5	96.	36.	36.	0.	9.	23.	17.	11.
GA.6	97.	36.	36.	0.	9.	23.	18.	11.
GA.6.1	102.	38.	38.	0.	10.	24.	18.	11.
GA.7	97.	36.	36.	0.	9.	23.	19.	11.
GA.7.1	104.	40.	40.	0.	11.	25.	19.	11.
GA.7.2	98.	37.	37.	0.	10.	23.	19.	11.
GA.8	98.	36.	36.	0.	9.	23.	18.	11.
GA.8.1	105.	39.	39.	0.	10.	24.	18.	13.
GA.9	98.	36.	36.	0.	9.	23.	17.	12.
GB.1	100.	36.	36.	0.	8.	24.	15.	12.
GB.2	100.	36.	36.	0.	8.	24.	17.	11.
GC.1	100.	36.	36.	0.	8.	24.	17.	11.
GC.2	96.	36.	36.	0.	8.	24.	16.	11.
GD.1	98.	35.	35.	0.	8.	23.	19.	11.
GD.2	97.	35.	35.	0.	9.	22.	19.	11.
GD.3	98.	35.	35.	0.	9.	22.	20.	11.
GE.1	98.	38.	38.	0.	9.	25.	17.	11.
GE.1.1	102.	39.	39.	0.	9.	25.	18.	12.
GE.1.2	104.	39.	39.	0.	10.	25.	20.	12.
GE.1.2.1	107.	41.	41.	0.	10.	27.	20.	13.
GE.1.2.2	110.	40.	40.	0.	10.	26.	22.	14.
GE.1.3	101.	38.	38.	0.	9.	25.	18.	11.
GE.1.4	101.	38.	38.	0.	9.	25.	19.	11.
GE.1.5	102.	38.	38.	0.	9.	25.	18.	11.
GE.1.6	104.	39.	39.	0.	10.	25.	19.	11.
GF.1	95.	35.	35.	0.	8.	23.	15.	11.
GG.1	97.	37.	37.	0.	8.	24.	16.	11.
GH.1	97.	35.	35.	0.	8.	23.	15.	10.
GJ.1	100.	37.	37.	0.	9.	24.	18.	12.
GJ.1.1	108.	38.	38.	0.	10.	24.	20.	13.
GJ.1.2	103.	37.	37.	0.	9.	24.	19.	12.
GJ.1.2.1	104.	38.	38.	0.	9.	25.	19.	12.
GJ.1.2.2	107.	38.	38.	0.	9.	25.	20.	12.
GJ.1.2.3	106.	38.	38.	0.	10.	24.	20.	13.
GJ.1.2.4	109.	38.	38.	0.	10.	24.	21.	13.
GJ.1.2.5	106.	37.	37.	0.	9.	24.	20.	12.
GJ.1.2.6	105.	38.	38.	0.	9.	25.	20.	12.
GJ.1.2.7	106.	38.	38.	0.	9.	25.	20.	12.
GJ.1.2.8	106.	37.	37.	0.	9.	24.	19.	13.
GJ.2	102.	37.	37.	0.	9.	24.	18.	11.
GJ.3	101.	37.	37.	0.	9.	24.	19.	11.
GJ.4	100.	38.	38.	0.	10.	24.	17.	11.
GJ.5	101.	38.	38.	0.	9.	25.	17.	11.
GJ.5.1	104.	39.	39.	0.	10.	25.	19.	11.
GJ.6	102.	38.	38.	0.	9.	25.	19.	12.
GJ.7	100.	38.	38.	0.	10.	24.	18.	11.
GK.1	106.	37.	37.	0.	8.	25.	16.	13.
GK.10	106.	38.	38.	0.	8.	25.	17.	12.
GK.1.1	108.	38.	38.	0.	8.	25.	16.	13.
GK.11	104.	37.	37.	0.	8.	25.	16.	12.
GK.1.10	111.	37.	37.	0.	8.	25.	18.	14.
GK.1.10.1	113.	38.	38.	0.	8.	26.	18.	14.
GK.1.1.1	109.	38.	38.	0.	8.	25.	16.	13.
GK.1.11	110.	38.	38.	0.	8.	26.	17.	13.
GK.1.11.1	113.	39.	39.	0.	9.	26.	19.	13.
GK.1.2	107.	38.	38.	0.	9.	25.	16.	13.
GK.12	109.	39.	39.	0.	9.	26.	19.	12.
GK.1.2.1	118.	39.	39.	0.	9.	26.	21.	13.
GK.1.3	109.	37.	37.	0.	8.	25.	19.	13.
GK.1.4	109.	39.	39.	0.	9.	26.	17.	13.
GK.1.5	108.	38.	38.	0.	9.	25.	17.	13.
GK.1.6	108.	37.	37.	0.	8.	25.	16.	14.
GK.1.6.1	111.	38.	38.	0.	8.	26.	17.	14.
GK.1.7	109.	38.	38.	0.	9.	25.	16.	13.
GK.1.8	114.	39.	39.	0.	8.	26.	19.	13.
GK.1.8.1	119.	41.	41.	0.	10.	26.	20.	14.
GK.1.9	107.	37.	37.	0.	8.	25.	16.	13.
GK.2	106.	38.	38.	0.	8.	26.	16.	12.
GK.2.1	109.	38.	38.	0.	8.	26.	19.	12.
GK.2.1.1	111.	38.	38.	0.	8.	26.	19.	12.
GK.2.2	107.	39.	39.	0.	8.	26.	16.	12.
GK.2.3	109.	39.	39.	0.	8.	27.	16.	12.
GK.2.4	110.	39.	39.	0.	8.	27.	16.	12.
GK.3	105.	37.	37.	0.	8.	25.	17.	12.
GK.3.1	106.	38.	38.	0.	8.	26.	17.	12.
GK.3.2	109.	38.	38.	0.	8.	25.	17.	12.
GK.4	108.	38.	38.	0.	8.	26.	18.	12.
GK.5	105.	38.	38.	0.	9.	25.	16.	12.
GK.5.1	107.	39.	39.	0.	10.	25.	17.	12.
GK.6	108.	40.	40.	0.	9.	25.	16.	12.
GK.7	104.	37.	37.	0.	8.	25.	16.	13.
GK.8	104.	37.	37.	0.	8.	25.	16.	13.
GK.8.1	109.	39.	39.	0.	9.	26.	18.	13.
GK.9	104.	38.	38.	0.	8.	25.	16.	12.
GL.1	91.	36.	36.	0.	11.	20.	18.	11.
GL.2	95.	35.	35.	0.	11.	19.	19.	11.
GL.3	90.	35.	35.	0.	11.	19.	19.	10.
GM.1	102.	37.	37.	0.	8.	24.	17.	12.
GM.2	101.	37.	37.	0.	9.	24.	17.	12.
GM.3	101.	36.	36.	0.	8.	24.	18.	12.
GM.3.1	104.	37.	37.	0.	8.	25.	19.	12.
GN.1	99.	36.	36.	0.	8.	24.	16.	12.
GN.1.1	101.	36.	36.	0.	8.	24.	17.	12.
GN.1.2	102.	37.	37.	0.	8.	25.	16.	13.
GN.1.3	105.	37.	37.	0.	8.	25.	17.	12.
GN.1.4	104.	37.	37.	0.	9.	24.	16.	12.
GN.2	99.	35.	35.	0.	8.	23.	16.	13.
GN.3	96.	35.	35.	0.	8.	23.	15.	11.
GN.4	96.	35.	35.	0.	8.	23.	16.	11.
GN.5	97.	35.	35.	0.	8.	23.	17.	11.
GP.1	99.	47.	47.	0.	17.	26.	20.	11.
GP.2	99.	46.	46.	0.	16.	26.	20.	11.
GP.3	101.	46.	46.	0.	16.	26.	20.	10.
GQ.1	101.	48.	48.	0.	17.	27.	21.	10.
GQ.1.1	107.	49.	49.	0.	18.	27.	24.	11.
GR.1	98.	37.	37.	0.	9.	24.	15.	11.
GS.1	101.	38.	38.	0.	9.	25.	17.	11.
GS.2	99.	38.	38.	0.	8.	26.	17.	11.
GS.3	101.	38.	38.	0.	9.	25.	18.	11.
GS.4	102.	37.	37.	0.	8.	25.	18.	12.
GS.4.1	104.	38.	38.	0.	9.	25.	18.	13.
GS.4.1.1	107.	39.	39.	0.	9.	25.	18.	13.
GS.5	102.	38.	38.	0.	9.	25.	18.	12.
GS.6	110.	37.	37.	0.	8.	25.	22.	11.
GS.7	100.	37.	37.	0.	8.	25.	18.	11.
GS.7.1	110.	38.	38.	0.	9.	25.	19.	11.
GS.8	105.	37.	37.	0.	8.	25.	18.	12.
GT.1	87.	33.	33.	0.	10.	19.	19.	10.
GU.1	101.	37.	37.	0.	8.	25.	16.	11.
GV.1	97.	36.	36.	0.	8.	24.	15.	12.
GW.1	103.	36.	36.	0.	8.	23.	16.	11.
GW.1.1	105.	37.	37.	0.	8.	24.	17.	11.
GW.2	102.	36.	36.	0.	8.	23.	17.	10.
GW.3	98.	36.	36.	0.	8.	23.	17.	10.
GW.4	97.	36.	36.	0.	8.	23.	16.	10.
GW.5	108.	39.	39.	0.	8.	26.	18.	11.
GW.5.1	110.	39.	39.	0.	8.	26.	18.	12.
GW.5.1.1	116.	41.	41.	0.	9.	27.	19.	14.
GW.5.2	110.	39.	39.	0.	8.	26.	18.	12.
GW.5.3	110.	39.	39.	0.	8.	26.	18.	11.
GW.5.3.1	114.	41.	41.	0.	9.	27.	19.	11.
GY.1	105.	38.	38.	0.	10.	24.	19.	12.
GY.1.1	108.	40.	40.	0.	10.	26.	19.	12.
GY.1.1.1	115.	41.	41.	0.	10.	27.	22.	12.
GY.2	104.	37.	37.	0.	9.	24.	18.	12.
GY.2.1	105.	38.	38.	0.	10.	24.	18.	12.
GY.3	105.	38.	38.	0.	10.	24.	18.	12.
GY.4	106.	38.	38.	0.	9.	25.	18.	12.
GY.5	104.	37.	37.	0.	9.	24.	18.	12.
GY.6	104.	37.	37.	0.	9.	24.	19.	12.
GY.7	107.	37.	37.	0.	9.	24.	19.	12.
GY.8	105.	38.	38.	0.	9.	25.	18.	12.
GY.9	105.	38.	38.	0.	10.	24.	18.	12.
GZ.1	99.	38.	38.	0.	9.	25.	17.	11.
HA.1	96.	36.	36.	0.	8.	24.	17.	11.
HA.2	96.	36.	36.	0.	8.	24.	17.	11.
HB.1	103.	39.	39.	0.	10.	24.	17.	13.
HC.1	104.	39.	39.	0.	9.	24.	17.	12.
HC.2	107.	38.	38.	0.	9.	24.	16.	12.
HC.3	105.	37.	37.	0.	8.	24.	16.	12.
HC.4	107.	37.	37.	0.	8.	24.	18.	12.
HD.1	103.	36.	36.	0.	8.	24.	16.	11.
HD.1.1	104.	37.	37.	0.	8.	25.	16.	11.
HE.1	105.	37.	37.	0.	8.	24.	18.	14.
HE.2	105.	36.	36.	0.	8.	24.	18.	14.
HF.1	106.	38.	38.	0.	10.	24.	19.	11.
HF.1.1	112.	38.	38.	0.	10.	24.	22.	12.
HF.1.2	108.	38.	38.	0.	10.	24.	20.	11.
HG.1	102.	38.	38.	0.	9.	25.	20.	11.
HG.1.1	104.	38.	38.	0.	9.	25.	20.	11.
HG.2	104.	38.	38.	0.	9.	25.	20.	12.
HG.3	103.	38.	38.	0.	9.	25.	21.	11.
HH.1	103.	37.	37.	0.	9.	24.	19.	11.
HH.1.1	105.	38.	38.	0.	10.	24.	19.	11.
HH.2	102.	37.	37.	0.	9.	24.	19.	11.
HH.2.1	107.	38.	38.	0.	9.	25.	21.	11.
HH.3	103.	37.	37.	0.	9.	24.	18.	11.
HH.4	102.	37.	37.	0.	9.	24.	18.	12.
HH.5	105.	38.	38.	0.	10.	24.	20.	12.
HH.6	106.	38.	38.	0.	9.	25.	19.	12.
HH.7	100.	37.	37.	0.	9.	24.	19.	11.
HH.8	102.	38.	38.	0.	9.	24.	18.	11.
HH.8.1	104.	39.	39.	0.	9.	25.	18.	11.
HJ.1	96.	37.	37.	0.	8.	24.	15.	11.
HK.1	108.	38.	38.	0.	10.	24.	20.	11.
HK.11	109.	38.	38.	0.	10.	24.	20.	11.
HK.11.1	112.	39.	39.	0.	10.	25.	20.	11.
HK.1.2	113.	40.	40.	0.	10.	25.	21.	11.
HK.12	109.	38.	38.	0.	9.	25.	20.	11.
HK.13	108.	38.	38.	0.	9.	25.	20.	11.
HK.13.1	111.	38.	38.	0.	9.	25.	20.	11.
HK.13.2	112.	38.	38.	0.	9.	25.	20.	11.
HK.13.2.1	116.	39.	39.	0.	10.	25.	22.	12.
HK.14	112.	38.	38.	0.	9.	25.	20.	11.
HK.15	110.	38.	38.	0.	10.	24.	21.	11.
HK.16	112.	38.	38.	0.	9.	24.	20.	12.
HK.17	108.	38.	38.	0.	9.	25.	20.	11.
HK.18	109.	38.	38.	0.	9.	25.	20.	12.
HK.19	108.	38.	38.	0.	10.	24.	20.	11.
HK.2	109.	38.	38.	0.	10.	24.	20.	11.
HK.20	112.	38.	38.	0.	9.	25.	21.	11.
HK.20.1	113.	39.	39.	0.	9.	26.	21.	11.
HK.2.1	110.	39.	39.	0.	10.	25.	20.	11.
HK.21	110.	38.	38.	0.	9.	25.	20.	11.
HK.22	117.	39.	39.	0.	9.	26.	21.	12.
HK.23	108.	37.	37.	0.	9.	24.	20.	12.
HK.23.1	114.	38.	38.	0.	9.	25.	21.	12.
HK.23.1.1	120.	39.	39.	0.	9.	26.	25.	12.
HK.24	109.	38.	38.	0.	9.	24.	20.	11.
HK.24.1	110.	39.	39.	0.	9.	25.	20.	11.
HK.25	125.	39.	39.	0.	9.	25.	24.	15.
HK.26	110.	38.	38.	0.	9.	25.	20.	12.
HK.26.1	111.	39.	39.	0.	9.	26.	20.	12.
HK.27	109.	37.	37.	0.	9.	24.	21.	11.
HK.27.1	110.	38.	38.	0.	9.	25.	21.	11.
HK.27.1.1	111.	39.	39.	0.	10.	25.	21.	11.
HK.28	108.	37.	37.	0.	9.	24.	20.	11.
HK.29	108.	37.	37.	0.	9.	24.	21.	11.
HK.3	108.	38.	38.	0.	9.	25.	20.	11.
HK.30	108.	37.	37.	0.	9.	24.	20.	11.
HK.3.1	109.	39.	39.	0.	10.	25.	20.	11.
HK.31	108.	37.	37.	0.	9.	24.	21.	11.
HK.3.10	110.	38.	38.	0.	9.	25.	20.	11.
HK.3.11	112.	39.	39.	0.	10.	25.	20.	11.
HK.3.12	111.	38.	38.	0.	9.	25.	20.	11.
HK.3.13	111.	39.	39.	0.	10.	25.	20.	11.
HK.3.14	112.	39.	39.	0.	9.	26.	21.	11.
HK.3.2	111.	39.	39.	0.	10.	25.	20.	11.
HK.32	108.	38.	38.	0.	10.	24.	20.	11.
HK.3.2.1	117.	40.	40.	0.	10.	25.	23.	12.
HK.3.2.2	118.	40.	40.	0.	11.	25.	21.	13.
HK.3.3	111.	39.	39.	0.	10.	25.	20.	12.
HK.33	109.	38.	38.	0.	9.	25.	20.	11.
HK.3.4	113.	38.	38.	0.	9.	25.	21.	11.
HK.34	114.	38.	38.	0.	10.	24.	21.	11.
HK.34.1	117.	39.	39.	0.	10.	25.	21.	11.
HK.3.5	114.	39.	39.	0.	10.	25.	21.	11.
HK.3.6	111.	39.	39.	0.	10.	25.	20.	11.
HK.3.7	110.	39.	39.	0.	10.	25.	20.	11.
HK.3.8	110.	39.	39.	0.	9.	25.	21.	11.
HK.3.9	113.	38.	38.	0.	9.	25.	20.	11.
HK.4	108.	37.	37.	0.	9.	24.	20.	11.
HK.5	108.	38.	38.	0.	9.	24.	20.	11.
HK.6	111.	38.	38.	0.	10.	24.	21.	11.
HK.7	108.	38.	38.	0.	10.	24.	20.	11.
HK.8	109.	38.	38.	0.	9.	25.	20.	11.
HK.8.1	111.	38.	38.	0.	9.	25.	20.	12.
HK.9	110.	38.	38.	0.	10.	24.	20.	11.
HL.1	99.	37.	37.	0.	8.	23.	16.	11.
HL.2	99.	36.	36.	0.	8.	23.	17.	11.
HM.1	100.	37.	37.	0.	8.	25.	15.	13.
HN.1	106.	38.	38.	0.	9.	25.	20.	11.
HN.2	107.	37.	37.	0.	8.	25.	21.	11.
HN.2.1	109.	37.	37.	0.	8.	25.	21.	11.
HN.3	106.	38.	38.	0.	8.	26.	20.	11.
HN.3.1	108.	39.	39.	0.	9.	26.	21.	11.
HN.4	108.	37.	37.	0.	8.	25.	21.	11.
HN.4.1	109.	37.	37.	0.	8.	25.	21.	11.
HN.4.1.1	115.	40.	40.	0.	9.	26.	21.	11.
HN.4.2	112.	38.	38.	0.	9.	25.	21.	11.
HN.5	105.	38.	38.	0.	8.	25.	20.	11.
HN.6	107.	37.	37.	0.	8.	25.	21.	11.
HN.7	107.	37.	37.	0.	8.	25.	20.	11.
HN.8	107.	37.	37.	0.	8.	25.	21.	11.
HP.1	96.	35.	35.	0.	8.	23.	16.	12.
HP.1.1	97.	36.	36.	0.	8.	24.	16.	12.
HQ.1	98.	36.	36.	0.	8.	23.	16.	11.
HR.1	105.	36.	36.	0.	8.	24.	18.	12.
HR.1.1	110.	37.	37.	0.	9.	24.	20.	12.
HS.1	95.	36.	36.	0.	8.	24.	16.	11.
HS.1.1	100.	37.	37.	0.	8.	25.	16.	12.
HT.1	97.	36.	36.	0.	9.	23.	15.	11.
HT.2	96.	36.	36.	0.	9.	23.	15.	11.
HU.1	98.	36.	36.	0.	8.	24.	16.	11.
HU.1.1	103.	38.	38.	0.	9.	25.	16.	11.
HU.2	102.	36.	36.	0.	9.	23.	18.	12.
HV.1	109.5	39.	39.	0.	10.	25.	20.5	11.
HV.1.1	111.	40.	40.	0.	10.	26.	21.	11.
HV.1.10	111.	40.	40.	0.	10.	26.	20.	11.
HV.1.11	111.	40.	40.	0.	10.	26.	20.	11.
HV.1.2	111.	40.	40.	0.	10.	26.	21.	11.
HV.1.3	110.	40.	40.	0.	10.	26.	20.	11.
HV.1.4	111.	39.	39.	0.	10.	25.	20.	12.
HV.1.5	111.	39.	39.	0.	10.	25.	20.	11.
HV.1.6	112.	39.	39.	0.	10.	25.	22.	11.
HV.1.6.1	114.	39.	39.	0.	10.	25.	22.	11.
HV.1.7	112.	40.	40.	0.	11.	25.	20.	11.
HV.1.8	112.	40.	40.	0.	11.	25.	21.	11.
HV.1.9	113.	40.	40.	0.	11.	25.	20.	11.
HV.2	113.	39.	39.	0.	10.	25.	20.	11.
HW.1	89.	32.	32.	0.	9.	19.	21.	10.
HW.1.1	91.	33.	33.	0.	9.	20.	21.	10.
HW.1.2	89.	32.	32.	0.	9.	19.	21.	10.
HW.1.3	89.	32.	32.	0.	9.	19.	21.	11.
HY.1	95.	36.	36.	0.	8.	24.	15.	11.
HZ.1	100.	37.	37.	0.	8.	25.	16.	13.
HZ.2	98.	36.	36.	0.	8.	24.	17.	12.
HZ.3	97.	36.	36.	0.	8.	24.	16.	12.
JA.1	99.	37.	37.	0.	8.	25.	18.	11.
JB.1	100.	39.	39.	0.	10.	24.	15.	11.
JB.1.1	110.	40.	40.	0.	10.	25.	16.	13.
JB.2	100.	39.	39.	0.	9.	25.	15.	11.
JB.2.1	103.	41.	41.	0.	10.	25.	15.	11.
JC.1	98.	39.	39.	0.	9.	26.	17.	11.
JC.2	101.	39.	39.	0.	8.	27.	18.	11.
JC.3	100.	38.	38.	0.	8.	26.	17.	11.
JC.4	98.	39.	39.	0.	9.	26.	17.	11.
JC.5	102.	38.	38.	0.	8.	26.	18.	12.
JC.5.1	105.	39.	39.	0.	9.	26.	19.	12.
JC.6	98.	38.	38.	0.	8.	26.	17.	11.
JD.1	101.	37.	37.	0.	8.	25.	15.	11.
JD.1.1	103.	38.	38.	0.	8.	26.	16.	11.
JD.1.1.1	107.	39.	39.	0.	9.	26.	16.	12.
